kepid	koi_period	koi_prad	koi_quarters
6436505	43.535891000	1.86	11111111111111111000000000000000
6437993	1.397975420	0.49	11111111111111111000000000000000
6442246	2.212749800	0.68	11111111111111111000000000000000
6443392	0.776976021	48.15	11111111111111111000000000000000
7137798	2.253537390	96.65	11111111111111111000000000000000
7177553	17.996461480	114.45	11111111111111111000000000000000
7177892	1.386249249	78.60	11111111111111111000000000000000
7185487	0.534829110	0.54	10000000000000000000000000
7198648	0.566799833	1.27	11111111111111111000000000000000
7199935	0.566795728	0.64	11111111111111111000000000000000
7200102	14.665759784	67.17	11111111111111111000000000000000
7200225	0.566780836	0.75	11111111111111111000000000000000
8488381	4.736815600	0.60	11111111111111111000000000000000
8111622	15.446059620	52.93	11111111111111111000000000000000
8112013	1.790518325	32.19	11111111111111111000000000000000
8115647	40.769854100	1.87	11111111111111111000000000000000
8120820	129.222771000	2.01	11111111111111111000000000000000
8123170	1.039050820	0.87	11111111111111111000000000000000
8123937	0.503201954	2.99	11111111111111111000000000000000
8128965	7.140373046	61.56	11111111111111111000000000000000
8129189	53.647084859	142.04	11111111111111111000000000000000
8878681	2.496328637	112.28	11111111111111111000000000000000
8879427	16.313281240	30.85	11111111111111111000000000000000
8879915	1.721313779	83.69	11111111111111111000000000000000
8881169	5.018803050	1.08	11111111111111111000000000000000
8890996	1.506507450	1.13	11111111111111111000000000000000
8906676	8.209514329	149.52	11111111111111111000000000000000
8938628	3.431126546	47.48	11111111111111111000000000000000
8940961	1.583334941	52.00	11111111111111111000000000000000
8953278	23.599190170		11111111111111111000000000000000
9821078	8.429438192	49.49	11111111111111111000000000000000
9821428	299.706880000	1.15	11111111111111111000000000000000
9837013	14.461834000	1.05	11111111111111111000000000000000
9848420	7.932019100	1.04	11111101110111011000000000000000
9850387	1.374249107	96.85	11111101110111011000000000000000
9850912	8.480473700	1.85	11111101110111011000000000000000
9852050	0.942421560		11111101110111011000000000000000
9873869	4.994773558	62.69	11111111111111111000000000000000
10736223	1.105094098	267.59	11111111111111111000000000000000
10736489	6.842939000		11111111111111111000000000000000
10743600	0.817022600	57.56	00000001110111011000000000000000
10751908	4.485381450	0.96	11111101110111011000000000000000
10753734	19.406693920	57.97	11111101110111011000000000000000
10794242	7.143708297	44.78	11111111111111111000000000000000
10794405	0.952377862	28.44	11111111111111111000000000000000
10809677	3.521050679	256.20	11111101110111011000000000000000
10812541	4.848472450	1.51	11111101110111011000000000000000
11967004	1.941635737	59.71	11111111111111111000000000000000
11968490	0.539445498	68.65	11111111111111111000000000000000
11970288	20.710685300	89.55	11111111111111111000000000000000
12004679	2.521245368	56.59	11111110111011101000000000000000
12004680	2.521227640	0.91	11111110111011101000000000000000
12004689	2.521270800	0.81	1111110111011101000000000000000
12013615	8.202869679	110.46	11111111111111111000000000000000
12016243	11.843611900	1.41	11001100110011001000000000000000
12022517	3.442714533	47.02	01101111111111111000000000000000
6307521	475.917060000	28.22	11111111111111111000000000000000
7037540	0.858285844	0.90	11111111111111000000000000000
11129738	4.884466440	0.84	11111110111011101000000000000000
10028792	8.977288800	1.79	11111101110111011000000000000000
4860678	3.033593980	1.55	11111111111111111000000000000000
5531953	21.913954900	10.39	11111111111111111000000000000000
4349442	6.238315363	0.70	11111111111111111000000000000000
7765528	9.388821600	20.91	11111111111111111000000000000000
3327980	2.115510941	191.42	11111111111111111000000000000000
3329643	1.015044104	1.98	11111111111111111000000000000000
3335816	3.711013336	55.69	11111111111111111000000000000000
3337438	2.976062980	5.65	11111111111111111000000000000000
3337548	2.975860850	0.85	01111111111111111000000000000000
3339538	14.658013949	121.59	11111111111111111000000000000000
3341934	18.839487435	45.20	11111111111111111000000000000000
3343866	0.555973803	1.90	11111111111111111000000000000000
4839180	4.426344495	78.30	11111011101110111000000000000000
4840263	0.957823876	110.91	11111011101110111000000000000000
4840818	5.024768971	42.15	11111011101110111000000000000000
4847832	30.960216668	62.08	11111011101110111000000000000000
4851217	2.470283788	157.82	11111011101110111000000000000000
4851338	1.235164160	0.92	11111011101110111000000000000000
4851356	1.235134710	0.70	11111011101110111000000000000000
4862332	0.890333100	20.96	11100100010001000000000000000000
4862625	20.000242814	21.57	11111111111111111000000000000000
5393558	10.217121652	81.10	11111111111111111000000000000000
5397905	0.618060842	0.51	11111111111111111000000000000000
5444392	0.759764419	138.54	11111111111111111000000000000000
5456979	2.652808200	1.17	00011011101110111000000000000000
5460835	21.539269242	53.00	11111011101110111000000000000000
5462901	5.270733213	37.93	01111011101110111000000000000000
5466109	2.431355420	1.07	11111111111111111000000000000000
5471010	12.423215800	1.30	01111111111111111000000000000000
6447326	4.320693300	1.66	01111111111111111000000000000000
6448768	16.486796364	46.92	11111111111111111000000000000000
6449291	5.776873400	3.13	11111111111111111000000000000000
6449552	20.148807707	68.52	11111111111111111000000000000000
6452742	0.687772143	46.27	11111111111111111000000000000000
6464285	0.843651274	39.98	11111111111111111000000000000000
6466939	1.142946648	43.50	11111111111111111000000000000000
6468938	7.217010987	89.71	11111111111111111000000000000000
8429014	9.728696270	42.47	11111111111111111000000000000000
7200301	0.566791802	0.66	11111111111111111000000000000000
7203179	2.245738777	99.05	11111111111111111000000000000000
7203194	2.245721170	0.74	11111111111111111000000000000000
7204073	0.566801906	0.55	11111111111111111000000000000000
7212722	2.316171991	49.53	11111111111111111000000000000000
7217088	12.544742430	1.88	11111111111111111000000000000000
7280953	0.566802080		11111111111111111000000000000000
7281217	0.566810701	1.49	11111111111111111000000000000000
7281229	0.566813319	23.19	01111111111111111000000000000000
8143170	28.787257509	91.26	11111111111111111000000000000000
8145789	0.835315046	30.54	11111111111111111000000000000000
8145958	3.075510680	0.84	11111111111111111000000000000000
8155584	26.016422500	61.04	00000000000000011000000000000000
8155654	6.293405430	1.08	11111111111111111000000000000000
8158324	593.195210000	1.63	11111111111111111000000000000000
8162376	0.706430188	0.41	11111111111111111000000000000000
8167504	7.702172900	0.85	11111111111111111000000000000000
8953281	0.784300610	1.14	11100000000000000000000000000000
8953426	2.665875491	67.43	10101010101010101000000000000000
8953475	2.665831200	0.99	10101010101010101000000000000000
8957572	1.576587400	15.68	11111111111111111000000000000000
8958811	2.525575820	0.62	11111111111111111000000000000000
8958939	8.292755800	1.01	11111111111111111000000000000000
8958939	22.786522000	1.45	11111111111111111000000000000000
8973000	28.027891356	31.30	11111111111111111000000000000000
9881258	2.028512246	50.28	11111111111111111000000000000000
9899153	1.332561670	0.63	11111111111111111000000000000000
9899193	1.332567821	0.96	11111111111111111000000000000000
9899410	1.332545609	28.37	11111111111111100000000000000000
9899421	1.332562560	16.03	11100110011001000000000000000000
9899577	1.332589810	0.67	11111111111111111000000000000000
9899583	1.332583750	0.84	11111111111111111000000000000000
9906489	8.964881300	28.97	11111101110111011000000000000000
10815677	1.284241817	1.18	11111101110111011000000000000000
10816107	2.161583501	29.61	11111101110111011000000000000000
10843431	8.739675800	3.29	00000000000001111000000000000000
10847907	0.535493486	1.42	11111110111011101000000000000000
10848097	15.947424200	1.21	11111110111011101000000000000000
10849244	24.261683827	58.48	11111110111011101000000000000000
10857589	32.532521502	24.35	11111111111111111000000000000000
10866969	50.012200000	1.20	11111111111111111000000000000000
12022718	4.627775175	32.62	11111111111111111000000000000000
12053823	28.785034700	2.50	11111110111011101000000000000000
12067960	5.606820010	1.04	11111111111111111000000000000000
12071006	6.096030635	406.97	11111111111111111000000000000000
12105785	31.953038766	47.96	11111111111111111000000000000000
12106875	5.937170800	1.17	11111111111111111000000000000000
12157983	0.577844035	18.93	11111111111111111000000000000000
12164751	2.630090609	83.50	01111111111110000000000000000000
12217907	43.204596783	43.15	11111111111111111000000000000000
10028352	1.751478970	1.80	11111101110111011000000000000000
6307083	3.177964080	0.74	11111111111111111000000000000000
7620413	3.665208440	0.82	11111111111111111000000000000000
11705004	3.052934160	1.18	11111110111011101000000000000000
2854181	12.834857000	1.73	11111111111111111000000000000000
5978559	36.253099200	1.43	11111111111111111000000000000000
8838950	4.023218420	0.48	11111111111111111000000000000000
6867555	7.501793400	1.32	00011111111111111000000000000000
12208631	0.912351255	1.46	00011111111111111000000000000000
3346543	12.470111100	2.06	11111111111111111000000000000000
3352751	3.495457889	84.49	11111011101110111000000000000000
3356193	5.822981500	1.36	00011011101110111000000000000000
3427776	4.016680150	22.11	11111111111111111000000000000000
3437739	1.891341560	0.99	11111111111111111000000000000000
3440230	2.881100027	446.29	11111111111111111000000000000000
3441340	0.806277023	0.89	11111111111111111000000000000000
3448323	0.513482156	0.83	01111111111111111000000000000000
4862625	225.667160000	1.94	11111111111111111000000000000000
4863369	4.247488860	1.01	11111111111111111000000000000000
4863753	1.000012952	2.12	11111111111111111000000000000000
4902030	0.878803439	51.97	11110111011101110000000000000000
4908495	1.560158562	45.91	11111111111111111000000000000000
4912589	34.188302705	74.50	11111111111111111000000000000000
4914709	8.653039960	1.88	11111111111111111000000000000000
4914737	8.653119030	0.85	11111111111111111000000000000000
5471141	12.425381200	1.14	11111111111111111000000000000000
5471328	12.425559990	4.72	11111111111111000000000000000
5471415	12.425744200	8.43	11111111111111111000000000000000
5471480	12.425424100	2.17	11111111111111111000000000000000
5475712	2.991884392	40.11	11111111111111111000000000000000
5479973	1.795273026	55.26	11111111111111111000000000000000
5513822	0.755109271	0.47	11110111011101110000000000000000
5513833	0.755101141	0.19	11110111011101110000000000000000
6471229	1.752515850	1.02	11111111111111111000000000000000
6471230	1.752450163	0.79	11111111111111111000000000000000
6521174	8.279231320	1.08	11111111111111111000000000000000
6521542	2.212877035	69.18	11111111111111111000000000000000
6522353	0.845097627	0.78	11111111111111111000000000000000
6522750	17.445640466	63.46	11111111111111111000000000000000
6523216	14.313157391	34.98	11111111111111111000000000000000
6531485	0.676990194	37.50	11111111111111111000000000000000
6531801	0.515875396	7.22	11111111111111111000000000000000
7281356	2.834017110	0.93	11111111111111111000000000000000
7281399	0.566803996	0.64	11111111111111111000000000000000
7281410	0.566811180		11111111111111111000000000000000
7281616	0.566799927	0.77	11111111111111111000000000000000
7281699	0.566786121	0.79	00011111111111111000000000000000
7282008	0.566797970	0.65	00011111111111111000000000000000
7285616	0.566802891	1.29	11111111111111111000000000000000
7335514	0.576732089	0.43	11111111111111111000000000000000
8178616	1.018849750	0.47	11111111111111111000000000000000
8180290	10.927975500	0.81	11111111111111111000000000000000
8183389	32.440339204	44.56	11111111111111111000000000000000
8192861	0.552141897	10.04	11111111111111111000000000000000
8193315	2.623872910	74.23	11111111111111111000000000000000
8195877	0.755098610	60.74	11111111111111111000000000000000
8196180	3.671661096	105.82	11111111111111111000000000000000
8210721	22.673145675	30.92	11111111111111111000000000000000
8977176	0.509483060	1.22	11111111111111111000000000000000
9001468	17.329965871	42.58	11111111111111111000000000000000
9005854	1.890227354	42.05	11111111111111111000000000000000
9007918	1.387206724	103.41	11111111111111111000000000000000
9007953	1.387182090	0.68	11111111111111111000000000000000
9024857	35.026564845	34.88	11111111111111111000000000000000
9025739	7.918267000	0.93	11111111111111111000000000000000
9029486	3.138580493	59.24	11111111111111111000000000000000
9906802	9.261476790		11111101110111011000000000000000
9906841	581.072300000	161858.00	11111101110111011000000000000000
9909965	10.217058900	1.17	11111101110111011000000000000000
9913481	3.504742650	200.24	11111101110111011000000000000000
9913798	2.143440930	28.69	11111101110111011000000000000000
9932197	86.954320880		1111000000000000000
9934208	9.058487716	20.51	11111111111111111000000000000000
9936698	2.856085147	88.52	00000000000001111000000000000000
10867017	0.876941133	0.85	11111111111111111000000000000000
10909274	39.238141571	90.93	11111110111011101000000000000000
10920813	53.740657500	25.44	11111111111111111000000000000000
10923260	7.436016459	31.39	11111111111111111000000000000000
10924400	0.750737313	0.48	11111111111111111000000000000000
10932270	27.583777800	11.03	11111101110111011000000000000000
10936427	14.361021578	45.90	11111101110111011000000000000000
10937609	2.570431263	50.18	11111101110111011000000000000000
10965963	6.640244960	74.40	11111110111011101000000000000000
12251779	14.844240386	28.97	11111111111111111000000000000000
12268220	4.421580210	188.89	11111111111111111000000000000000
12302391	25.321698729	56.62	11111111111111111000000000000000
12304728	3.147357890	3.45	11111111111111111000000000000000
12306808	37.878483588	46.42	11111111111111111000000000000000
12351927	10.116144515	17.21	11111111111111111000000000000000
12353633	0.684496369	1.12	11111111111111111000000000000000
12353720	1.953285321	151.56	11111111111111111000000000000000
8565912	1.012174295	114.40	00000000000000011000000000000000
7778767	2.610902230	1.80	00011111111111111000000000000000
9026749	17.663797900	2.98	11111111111111111000000000000000
10916600	4.026646250	0.68	11111111111111111000000000000000
6198182	5.177722600	0.63	11111111111111111000000000000000
5695396	9.488147470	0.73	11111111111111111000000000000000
6964929	5.069932450	0.92	11111111111111111000000000000000
2853828	346.366420000	1.57	11111111111111111000000000000000
7008149	0.515541110		11111111111111000000000000000
3458919	0.892061734	46.75	11111011101110111000000000000000
3542573	3.471399214	89.62	11111111111111111000000000000000
3543270	4.176929219	31.35	11111111111111111000000000000000
3544678	6.376219900		11111111111111111000000000000000
3545626	9.781841930		11111111111111000000000000000
3547178	8.177075100	0.83	11111111111111111000000000000000
3548622	569.450510000	1.96	11111111111111111000000000000000
3556742	0.823014905	22.17	11111011101110111000000000000000
4917014	0.796815149	10.23	11111111111111111000000000000000
4931073	26.951237675	146.33	11111011101110111000000000000000
4932691	18.112088770	96.62	11111011101110111000000000000000
4939265	4.845059850	1.54	11111011101110111000000000000000
4940201	4.408295716	35.68	11111011101110111000000000000000
4946680	8.665259912	82.42	11111111111111111000000000000000
4947726	4.726086185	41.38	11111111111111111000000000000000
4948863	8.643550046	38.21	11111111111111111000000000000000
8308516	623.707740000	1.81	11111111111111111000000000000000
5529501	1.519451820	0.50	11111111111111111000000000000000
5529560	0.759755409	0.91	00011111111111111000000000000000
5530881	5.082523739	61.88	11111111111111111000000000000000
5534476	1.025472710	0.94	11111111111111111000000000000000
5534702	1.025465924	106.84	11111111111111111000000000000000
5535280	74.985292949	49.22	11111111111111111000000000000000
5552808	10.952103610		11111111111111111000000000000000
5553624	25.762056721	74.87	11111111111111111000000000000000
5564082	2.705816140	0.69	11111111111111111000000000000000
6543682	1.195516859	75.54	01111111111111111000000000000000
6545018	1.995728294	45.20	11111111111111111000000000000000
6548447	10.768391927	52.80	11111111111111111000000000000000
6551106	3.846151710	1.14	11111111111111111000000000000000
6584167	0.733724504	0.96	11110111011101110000000000000000
6584278	1.289408230	2.48	11110111011101110000000000000000
6590726	498.272690000	2.12	11111111111111111000000000000000
6591789	5.088407870	55.30	11111111111111111000000000000000
6593363	18.527824075	64.66	11111111111111111000000000000000
7336754	12.155241119	34.62	11111111111111111000000000000000
7345335	11.049576600	0.83	11111111111111111000000000000000
7350067	4.485592150	0.95	11111111111111111000000000000000
7362534	0.566789763	0.40	11111111111111111000000000000000
7362632	0.566811926	0.91	11111111111111111000000000000000
7365447	2.525386934	67.24	00000000000001100000000000000000
7366036	0.566801506	0.62	11111111111111111000000000000000
7366065	0.566803738	1.13	11111111111111111000000000000000
8211521	1.694217710	0.74	11111111111111111000000000000000
8227086	13.808633100	1.09	11111111111111111000000000000000
8227464	4.259078410	0.70	11111111111111111000000000000000
8229048	2.739477089	50.48	11111111111111111000000000000000
8231877	1.307761491	29.17	11111111111111111000000000000000
8234477	4.028671454	52.42	11111111111111111000000000000000
8240109	2.301187530	140.23	11111111111111111000000000000000
8240861	0.449249224	95.83	00000000000000011000000000000000
9049010	0.687004402	2.89	11111111111111111000000000000000
9083503	0.918399380	1.00	00101010101010101000000000000000
9085039	64.198372100	1.74	11111111111111111000000000000000
9093566	0.943562840	0.76	11111111111111111000000000000000
9098590	2.243569483	21.11	11111111111111111000000000000000
9098810	8.258181993	58.19	11111111111111111000000000000000
9099773	82.784820000	2.16	11111111111111111000000000000000
9101208	1.811390530	14.47	11111111111111111000000000000000
9943009	2.437643800	0.79	11111111111111111000000000000000
9944201	0.721522907	11.04	11111111111111111000000000000000
9944421	7.095205430	50.23	11111111111111111000000000000000
9945280	0.651731691	71.90	11111111111111111000000000000000
9953736	0.508187430	1.26	11111111111111111000000000000000
9958053	2.733989630		11111111111111111000000000000000
9959093	19.164449800	1.83	11111111111111111000000000000000
9963009	40.069674617	27.38	11111101110111011000000000000000
8545603	55.884827000	2.11	00011111111111111000000000000000
10976412	3.759384750	3.10	11111111111111111000000000000000
10979716	10.684047700	26.43	11111111111111111000000000000000
10982373	2.002808450		11111111111111111000000000000000
10987439	10.674598360	68.58	10001000110011001000000000000000
10989032	2.305097141	89.22	11111101110111011000000000000000
10991989	0.974477904	618.37	11111101110111011000000000000000
10992733	18.525917446	64.42	11111101110111011000000000000000
11019739	4.157364720	1.09	11111110111011101000000000000000
12356746	0.502454299	43.95	11111111111111111000000000000000
12356914	27.308150159	47.06	11111111111111111000000000000000
12365000	1.262742487	134.45	11111111111111111000000000000000
12365015	0.595864630		11111111111111111000000000000000
12367017	1.222127938	30.32	11111111111111111000000000000000
12367310	8.627475562	188.55	11111111111111111000000000000000
12403968	0.589753355	1.03	11111111111111111000000000000000
12418662	2.751566365	42.98	11111111111111111000000000000000
12418816	0.760935268	35.68	11111111111111111000000000000000
8709688	2.012094000	0.99	11111111111111111000000000000000
9959492	1.332587720	1.13	11111111111111111000000000000000
2716801	9.476705700	1.38	01111111111111111000000000000000
3230805	6.651714590	0.84	11111111111111111000000000000000
11810124	208.543350000	2.84	11111111111111111000000000000000
9349757	17.718978600	1.44	11111111111111111000000000000000
3219037	5.039585100	0.78	11111111111111111000000000000000
9117416	7.643703630	1.85	11111111111111111000000000000000
3558803	1.353414369	216.31	11101011101110100000000000000000
3634169	2.959063700	0.65	11111111111111111000000000000000
3644174	1.806631432	1.05	10011001100110011000000000000000
3655326	15.066491533	88.56	11111011101110111000000000000000
3656322	1.831829703	49.38	11111011101110111000000000000000
3656700	0.738527259	49.08	11111011101110111000000000000000
3659940	0.896270930	43.47	11111011101110111000000000000000
3663494	5.116836780	1.16	00011011101110111000000000000000
4949027	1.061003270	0.94	11111111111111000000000000000
4949214	0.922030594	49.63	11111111111111111000000000000000
4950341	611.092990000	1.53	11111111111111111000000000000000
4950557	24.714790706	112.24	11111111111111111000000000000000
4995716	16.119144900	1.34	11111111111111000000000000000
5000179	3.632934700		11111111111111111000000000000000
5017058	1.161947482	68.69	11111011101110111000000000000000
5018787	0.607191908	12.44	11111011101110111000000000000000
8345473	2.250207300	19.94	11100000000000000000000000000000
5597361	17.992597300	1.62	11110111011101110000000000000000
5598639	0.648775795	41.58	11110111011101110000000000000000
5610698	4.132521615	93.10	11111111111111111000000000000000
5616489	410.885270000	200346.00	11111111111111111000000000000000
5617510	74.371666000	2.39	11111111111111111000000000000000
5621294	0.938905082	205.64	11111111111111111000000000000000
5621299	0.938915320	1.13	11111111111111111000000000000000
5622250	16.294213708	68.05	11111111111111111000000000000000
5632781	11.025202050	164.02	11111011101110111000000000000000
6594972	10.819169459	67.76	11111111111111111000000000000000
6595662	2.680514453	48.86	11111111111111111000000000000000
6603765	19.164111000	1.11	11111111111111111000000000000000
6606282	1.053573674	299.87	11111111111111111000000000000000
6606669	0.970085646	18.65	11101111111111100000000000000000
6607610	63.520175250	77.10	11111111111111111000000000000000
6610219	11.300987626	97.12	11111111111111111000000000000000
6610433	0.920987470		11111111111111111000000000000000
7368103	2.182515126	128.15	11111111111111111000000000000000
7369523	2.659418888	61.52	11111111111111111000000000000000
7376982	2.316106740	0.70	11111111111111111000000000000000
7381580	13.516470800	0.88	11111111111111111000000000000000
7381695	0.948683571	1.12	00011111111111111000000000000000
7385387	1.655460560	0.90	00011111111111111000000000000000
7385478	1.655472351	125.25	11111111111111111000000000000000
7421876	4.502790370		11111111111111111000000000000000
8243263	1.759276227	40.79	11111111111111111000000000000000
8244295	1.092067920	0.74	11111111111111111000000000000000
8248103	4.830141590	1.30	11111111111111111000000000000000
8256882	2.411940570	1.35	11111111111111111000000000000000
8262223	1.613014741	157.33	11111111111111111000000000000000
8265520	6.208918100	9.20	100010001000000000000000000
8265990	0.779962630	0.83	11111111111111111000000000000000
8283875	0.800263219	0.77	11111111111111111000000000000000
9119405	18.646323091	213.31	11111111111111111000000000000000
9150870	441.173690000	2.27	1111111111111111000000000000000
9156957	3.667300500	0.62	11111111111111111000000000000000
9159301	3.044771557	231.93	11111111111111111000000000000000
9163674	0.773144492	107.13	01111111111111111000000000000000
9164788	2.668111130	1.53	11111111111111111000000000000000
9172506	50.440285363	51.50	11111111111111111000000000000000
9179531	3.255385289	40.58	11111111111111111000000000000000
9963639	7.418536900	0.81	11111101110111011000000000000000
9965691	15.684344930	56.23	11111101110111011000000000000000
9971475	5.357409918	124.05	11111101110111011000000000000000
10000490	1.400991827	98.13	11111111111111111000000000000000
10002049	19.253212800	1.42	11111111111111111000000000000000
10014702	1.340629010	0.82	11111111111111111000000000000000
10019854	14.101102300	1.26	11111111111111111000000000000000
10020423	7.448375935	34.37	11111111111111111000000000000000
11027270	0.533628226	2.41	11111111111111111000000000000000
11027722	0.678137665	30.37	11111111111111111000000000000000
11029877	2.069415479	55.45	11111111111111111000000000000000
11068630	1.817079849	1.39	11111111111111111000000000000000
11071207	8.049634720	95.98	11111110111011101000000000000000
11073223	11.578946873	58.32	11111110111011101000000000000000
11076279	1.472584710	123.25	11111110110000000000000000000000
11092783	5.159981780	19.07	11111111111111111000000000000000
11124509	4.446459958	36.15	11111110111011101000000000000000
12454800	23.378773300	0.92	11111111111111111000000000000000
12458817	15.099842590	4.11	11111111111111111000000000000000
12470530	8.207257515	46.82	11111111111111111000000000000000
12504353	498.688450000	2.44	11111111111111111000000000000000
12506342	1.227751050	1.00	01111111111111111000000000000000
12519942	15.341624500	1.30	11111111111111111000000000000000
12555616	21.980467000	0.92	11111111111111111000000000000000
12557713	7.214721393	16.79	11111111111111111000000000000000
9730163	8.152758850	2.44	101100111011000000000000000
2437112	3.187409070	0.81	11111111111111111000000000000000
8719324	10.232736110		11111111111111111000000000000000
5471690	0.962815183	1.12	11111111111111111000000000000000
7100673	7.235242210	0.82	11111111111111111000000000000000
3937814	10.729007930	1.78	11111111111111111000000000000000
3937814	8.196197680	1.55	11111111111111111000000000000000
4548098	5.215752000	0.83	11111111111111111000000000000000
5078025	0.696290095	12.63	11110111011101110000000000000000
3733638	10.071436900	1.98	11111111111111111000000000000000
3746248	0.622406980	1.63	11111111111111111000000000000000
3748855	4.371989050	0.93	11111111111111111000000000000000
3748855	6.728766060	1.03	11111111111111111000000000000000
3757588	24.090020650	9.39	11111011101110111000000000000000
3764411	4.415893300	1.42	11111011101110111000000000000000
3765692	3.093832480	1.32	00011011101110111000000000000000
3766353	2.666961614	40.68	11111011101110111000000000000000
5019567	1.174301830	2.22	11111011101110111000000000000000
5021432	14.056522560		11111011101110111000000000000000
5021732	15.039464523	51.71	11111011101110111000000000000000
5022440	3.693951168	20.88	11111011101110111000000000000000
5022900	1.056802870	0.83	00011011101110111000000000000000
5024126	0.787122102	20.76	00011011101110111000000000000000
5024268	2.150452950	24.27	11111011101110111000000000000000
5024372	0.561524348	0.43	11111011101110111000000000000000
5633259	315.077171920		11111011101110111000000000000000
5647638	1.216078730	1.92	11111111111111111000000000000000
5653126	38.495369850	124.34	11111111111111111000000000000000
5686974	4.182244160	1.07	11110111011101110000000000000000
5696909	0.643002821	36.82	11111111111111111000000000000000
5697628	1.951195410	0.47	11111111111111111000000000000000
5700330	53.220416998	55.22	11111111111111111000000000000000
5702770	8.001889700	0.90	11111111111111111000000000000000
6614748	383.853620000	2.78	11111111111111111000000000000000
6628926	2.564012541	7.27	00000000000001100000000000000000
6629156	0.715381720		11111111111111111000000000000000
6629588	2.264471713	102.12	11111111111111111000000000000000
6636020	18.360223900	2.04	11111111111111000000000000000
6664842	5.213950460	1.24	11111111111111111000000000000000
6665064	24.996068000	2.40	11100000000000000000000000000000
6670610	8.942964500	0.89	11110111011101110000000000000000
7431665	281.509095000	85.77	11111111111111111000000000000000
7447895	2.405625303	1.11	11111111111111111000000000000000
7455553	3.258249472	79.23	11111111111111111000000000000000
7456521	552.829506300	56.89	11111111111111111000000000000000
7461314	0.773595312	0.96	11111111111111111000000000000000
7461521	0.773530100	1.87	00000000000001100000000000000000
7499571	533.659300000	1.92	11111111111111111000000000000000
7537660	2.421868980		11111111111111111000000000000000
7541502	44.827323809	429.00	11111111111111111000000000000000
8285254	7.535894184	24.64	11111111111111111000000000000000
8285970	0.562498925	2.88	11111111111111111000000000000000
8288719	0.755049082	30.47	11111111111111111000000000000000
8294484	1.012694226	42.51	00000000001010000000000000000000
8296467	10.303356001	69.66	11111111111111111000000000000000
8301013	2.214029545	94.23	11111111111111111000000000000000
8302455	2.441988077	90.39	10101010101010101000000000000000
8302473	2.442001930	0.95	10101010101010101000000000000000
8311864	384.847556000	1.09	11111111111111111000000000000000
9181340	2.131225773	35.68	11111111111111111000000000000000
9203154	0.839907158	0.92	01111111111111111000000000000000
9205993	1.219736039	135.43	00000000000000011000000000000000
9207508	2.015152464	132.05	11111111111111111000000000000000
9210828	0.828206570	35.67	11111111111111111000000000000000
9221627	1.761377800	2.32	00000000000000011000000000000000
9236858	2.537081943	67.96	11111111111111111000000000000000
9243795	14.443127448	92.28	11111111111111111000000000000000
9266285	5.613869080	34.24	11111111111111111000000000000000
10026136	9.080194398	76.40	11111101110111011000000000000000
10026457	9.934420750	34.03	11111101110111011000000000000000
10031409	2.071939672	75.64	11111101110111011000000000000000
10031526	8.589364400	1.21	11111101110111011000000000000000
10031808	8.589644815	140.07	11111101110111011000000000000000
10053138	11.772814600	0.93	11111111111111111000000000000000
10063044	1.009671584	125.31	11111111111111111000000000000000
10066755	2.465065010	1.14	10011001100110011000000000000000
10070479	1.758599866	1.60	11111111111111111000000000000000
11134079	1.260575815	29.91	11111111111111111000000000000000
11137061	1.889122730	0.59	11111111111111111000000000000000
11144439	0.609125246	0.96	00011111111111111000000000000000
7119481	14.157371700	1.10	01100111011101110000000000000000
11147276	1.566528935	49.66	11111111111111111000000000000000
11154043	4.529776320	12.22	11111101110111011000000000000000
11182260	1.291964282	10.97	11111110111011101000000000000000
11187972	37.464697400	0.97	11111111111111111000000000000000
4548011	4.327440480	0.58	11111111111111111000000000000000
2852941	11.579581620		11111111111111111000000000000000
8773015	6.319159990	1.04	11111111111111111000000000000000
9883606	2.583938410	0.77	11111111111111111000000000000000
9597729	0.876305040	22.24	11111111111111111000000000000000
9836563	6.559536800	0.62	11111111111111111000000000000000
6508221	31.532298700	0.74	11111111111111111000000000000000
9100953	14.751006800	1.70	00011111111111111000000000000000
3830820	15.582794732	14.00	11111111111111111000000000000000
3831523	1.529283907	2.26	11111111111111111000000000000000
3834364	2.908454772	40.85	11111111111111111000000000000000
3836413	1.540396094	48.81	11111111111111111000000000000000
3836439	1.540395674	117.33	11111111111111111000000000000000
3838004	2.344138713	2.43	11111111111111111000000000000000
3851134	0.918493330	0.93	11111111111111111000000000000000
3851193	1.341078755	41.80	11111111111111111000000000000000
9595956	316.950146000		10011111000000000000000
9655792	589.748510000	2.03	11111111111111111000000000000000
9970396	235.297617300	82.92	11111101110111011000000000000000
10079420	54.543129960		11111111111111111000000000000000
10253638	7.453929700		11111111111111111000000000000000
10267121	36.136968000	1.30	11111111111111111000000000000000
10341777	0.933746709	0.36	11111111111111111000000000000000
10407271	0.933767380	0.63	11111111111111111000000000000000
10471167	0.933740730	0.84	11111111111111111000000000000000
10471174	0.933696590	0.78	00011111111111111000000000000000
10471345	0.933747300	0.60	11111111111111111000000000000000
11296798	677.357940000	7.12	11111111111111111000000000000000
11463950	4.055124200	3.13	11111111111111111000000000000000
11559304	12.928455300	0.64	11111111111111111000000000000000
11621897	21.681711500	0.89	11111111111111111000000000000000
12253534	466.081010000	2.13	11111111111111111000000000000000
12304202	0.665739030		11111111111111111000000000000000
